task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
381	e8/1ab232	53187108	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_F20)	COMPLETED	0	2026-06-21 19:05:37.406	1m 19s	13s	748.5%	1.1 GB	2.3 GB	2.2 GB	8 MB
385	e6/0fe570	53187111	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M21)	COMPLETED	0	2026-06-21 19:05:37.709	1m 18s	13.8s	720.0%	1.1 GB	2.1 GB	2.2 GB	9.3 MB
389	83/c1df6c	53187117	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_B22)	COMPLETED	0	2026-06-21 19:05:38.207	1m 18s	11.4s	714.4%	1.3 GB	2.4 GB	2.6 GB	19.1 MB
395	d2/8eebfc	53187123	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_G20)	COMPLETED	0	2026-06-21 19:05:38.808	1m 17s	12.3s	779.1%	1.3 GB	2.4 GB	2.2 GB	10.2 MB
397	e3/16b86f	53187128	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J17)	COMPLETED	0	2026-06-21 19:05:39.024	1m 17s	10.9s	718.3%	1.4 GB	2.3 GB	2.2 GB	14.1 MB
398	6b/6d5590	53187130	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_L18)	COMPLETED	0	2026-06-21 19:05:39.109	1m 17s	10.5s	693.1%	1.2 GB	2.3 GB	2.1 GB	16.2 MB
392	f7/17b333	53187119	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_C20)	COMPLETED	0	2026-06-21 19:05:38.405	1m 18s	15.3s	801.1%	1 GB	2.2 GB	2.2 GB	9.6 MB
399	ba/fef293	53187132	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M18)	COMPLETED	0	2026-06-21 19:05:39.213	1m 17s	10.4s	713.0%	1 GB	1.9 GB	2 GB	12.8 MB
400	95/00b99e	53187134	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C17)	COMPLETED	0	2026-06-21 19:05:39.315	1m 17s	10.7s	669.5%	1.3 GB	2.3 GB	2.5 GB	23.3 MB
401	16/c8132c	53187135	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_E18)	COMPLETED	0	2026-06-21 19:05:39.406	1m 17s	11.1s	683.9%	1.3 GB	2.3 GB	2.1 GB	10.6 MB
404	c5/6955c9	53187141	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_G17)	COMPLETED	0	2026-06-21 19:05:39.712	1m 16s	10.5s	683.6%	1.4 GB	2.3 GB	2.2 GB	13.8 MB
405	7a/50e219	53187144	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I19)	COMPLETED	0	2026-06-21 19:05:39.809	1m 16s	10.8s	729.2%	1.2 GB	2.3 GB	2.1 GB	12.6 MB
407	6a/06555a	53187146	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_N18)	COMPLETED	0	2026-06-21 19:05:39.909	1m 16s	9.6s	690.9%	1.2 GB	2.2 GB	2 GB	13.3 MB
406	08/809d42	53187147	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J18)	COMPLETED	0	2026-06-21 19:05:40.007	1m 16s	10s	694.6%	1.3 GB	2.3 GB	2.1 GB	15.9 MB
409	04/52b021	53187150	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C16)	COMPLETED	0	2026-06-21 19:05:40.109	1m 16s	11.8s	652.8%	1.2 GB	2.2 GB	2.6 GB	18.7 MB
411	74/ba98af	53187153	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C21)	COMPLETED	0	2026-06-21 19:05:40.306	1m 16s	11.7s	662.0%	1.3 GB	2.4 GB	2.6 GB	24.8 MB
410	29/ee0bf1	53187151	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C20)	COMPLETED	0	2026-06-21 19:05:40.207	1m 16s	11.3s	695.8%	1.4 GB	2.3 GB	2.7 GB	19.7 MB
412	23/03831e	53187156	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F20)	COMPLETED	0	2026-06-21 19:05:40.410	1m 16s	12.1s	702.9%	1.3 GB	2.3 GB	2.6 GB	17.3 MB
414	95/68d1da	53187160	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I20)	COMPLETED	0	2026-06-21 19:05:40.616	1m 16s	12.5s	719.1%	1 GB	1.8 GB	2.1 GB	8 MB
415	f5/e3cda0	53187161	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_E19)	COMPLETED	0	2026-06-21 19:05:40.709	1m 15s	12.6s	777.0%	1.2 GB	2.3 GB	2.2 GB	7.9 MB
408	a4/ea8828	53187164	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C15)	COMPLETED	0	2026-06-21 19:05:40.826	1m 15s	11.1s	714.1%	1.2 GB	2.3 GB	2.6 GB	20.2 MB
416	01/b619e5	53187166	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_L17)	COMPLETED	0	2026-06-21 19:05:40.920	1m 15s	11.8s	764.7%	1.4 GB	2.3 GB	2.3 GB	11.9 MB
419	92/9201a9	53187172	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F12)	COMPLETED	0	2026-06-21 19:05:41.221	1m 15s	10.2s	718.5%	999.2 MB	1.8 GB	2.5 GB	13.9 MB
423	fb/7f7317	53187180	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K17)	COMPLETED	0	2026-06-21 19:05:41.609	1m 15s	10.7s	753.5%	1.4 GB	2.3 GB	2.2 GB	14.6 MB
424	ef/cffde7	53187182	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_L20)	COMPLETED	0	2026-06-21 19:05:41.712	1m 14s	10.5s	723.4%	1.2 GB	2.3 GB	2.1 GB	11.6 MB
425	79/cb0832	53187184	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O16)	COMPLETED	0	2026-06-21 19:05:41.810	1m 14s	10.3s	710.7%	1.2 GB	2.3 GB	2.1 GB	16.6 MB
429	e3/6a68f7	53187192	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F11)	COMPLETED	0	2026-06-21 19:05:42.207	1m 14s	11.1s	720.4%	1.2 GB	2.3 GB	2.5 GB	17.3 MB
432	6d/fc9607	53187197	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_N20)	COMPLETED	0	2026-06-21 19:05:42.506	1m 14s	11s	730.1%	1.2 GB	2.3 GB	2.2 GB	10.3 MB
428	5f/0ad40f	53187189	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_N16)	COMPLETED	0	2026-06-21 19:05:42.109	1m 14s	10.6s	716.3%	1.3 GB	2.3 GB	2.1 GB	15.9 MB
402	3e/d6153e	53187138	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_B21)	COMPLETED	0	2026-06-21 19:05:39.507	1m 22s	15.1s	789.1%	1.1 GB	2.3 GB	2.2 GB	6 MB
403	c5/00f558	53187139	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_D21)	COMPLETED	0	2026-06-21 19:05:39.607	1m 21s	13.7s	780.8%	1 GB	2 GB	2.1 GB	6.8 MB
413	2c/1aaa3f	53187158	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_B18)	COMPLETED	0	2026-06-21 19:05:40.512	1m 21s	15.2s	715.0%	1.2 GB	2.3 GB	2.4 GB	8.2 MB
420	5d/a96097	53187174	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_C18)	COMPLETED	0	2026-06-21 19:05:41.308	1m 20s	14.4s	761.3%	1.2 GB	2.3 GB	2.5 GB	9 MB
421	f4/fb8442	53187176	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J16)	COMPLETED	0	2026-06-21 19:05:41.412	1m 20s	11s	733.5%	1.3 GB	2.4 GB	2.2 GB	17.6 MB
422	50/aa91e8	53187178	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H17)	COMPLETED	0	2026-06-21 19:05:41.513	1m 20s	11.9s	767.7%	1.4 GB	2.4 GB	2.2 GB	12.1 MB
426	f4/16dc6d	53187186	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_B23)	COMPLETED	0	2026-06-21 19:05:41.912	1m 19s	14.3s	697.2%	1.2 GB	2.3 GB	2.8 GB	18 MB
427	6d/3d0e98	53187187	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C12)	COMPLETED	0	2026-06-21 19:05:42.006	1m 19s	13s	730.5%	1.3 GB	2.3 GB	2.8 GB	17.1 MB
430	ab/e15068	53187193	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F13)	COMPLETED	0	2026-06-21 19:05:42.304	1m 19s	12.4s	758.9%	1.2 GB	2.4 GB	2.7 GB	13.9 MB
431	21/787309	53187196	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_20xSC_A549_D15)	COMPLETED	0	2026-06-21 19:05:42.406	1m 19s	11.7s	666.0%	1.4 GB	2.3 GB	2.3 GB	26.9 MB
434	e3/5e8951	53187202	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_A23)	COMPLETED	0	2026-06-21 19:05:42.706	1m 18s	13.4s	719.9%	1.2 GB	2.3 GB	2.9 GB	18.2 MB
435	45/2051c8	53187203	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_B21)	COMPLETED	0	2026-06-21 19:05:42.805	1m 18s	13.6s	705.8%	1.3 GB	2.3 GB	2.9 GB	16.4 MB
433	59/ba217e	53187200	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H20)	COMPLETED	0	2026-06-21 19:05:42.607	1m 19s	13.3s	757.6%	1.1 GB	2.3 GB	2.2 GB	7.4 MB
436	37/46edd2	53187206	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I18)	COMPLETED	0	2026-06-21 19:05:42.908	1m 18s	13.1s	701.7%	1.2 GB	2.3 GB	2.3 GB	9.6 MB
437	ac/eb6bff	53187208	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_L19)	COMPLETED	0	2026-06-21 19:05:43.012	1m 18s	13.1s	758.8%	1.1 GB	2.2 GB	2.2 GB	10 MB
438	a5/71a556	53187209	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_A24)	COMPLETED	0	2026-06-21 19:05:43.104	1m 18s	15s	683.8%	1.3 GB	2.3 GB	3 GB	16.8 MB
439	dc/c946c4	53187212	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M17)	COMPLETED	0	2026-06-21 19:05:43.207	1m 18s	11.2s	683.6%	1.4 GB	2.3 GB	2.2 GB	16.9 MB
440	ac/7683f0	53187214	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C23)	COMPLETED	0	2026-06-21 19:05:43.307	1m 18s	12.3s	719.5%	1.4 GB	2.3 GB	2.7 GB	16.6 MB
441	2b/fbd74c	53187217	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F21)	COMPLETED	0	2026-06-21 19:05:43.503	1m 18s	15.1s	766.9%	1.2 GB	2.3 GB	3 GB	12 MB
442	86/d8a94b	53187216	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_B19)	COMPLETED	0	2026-06-21 19:05:43.407	1m 18s	14.7s	774.0%	1.4 GB	2.3 GB	2.8 GB	8.5 MB
444	fe/a00d3c	53187221	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M16)	COMPLETED	0	2026-06-21 19:05:43.604	1m 18s	11.5s	649.4%	1.4 GB	2.3 GB	2.3 GB	19.3 MB
445	d8/534b10	53187225	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_N17)	COMPLETED	0	2026-06-21 19:05:43.806	1m 17s	13.5s	710.5%	1.2 GB	2.3 GB	2.3 GB	11.9 MB
447	f0/bfd5af	53187227	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_40xSC_A549_F15)	COMPLETED	0	2026-06-21 19:05:43.904	1m 17s	12.5s	642.8%	1.6 GB	2.3 GB	2.6 GB	28.3 MB
448	c5/470228	53187229	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_20xSC_A549_C15)	COMPLETED	0	2026-06-21 19:05:44.071	1m 17s	13.5s	611.8%	1.3 GB	2.3 GB	2.6 GB	27.3 MB
446	46/08f307	53187231	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_N19)	COMPLETED	0	2026-06-21 19:05:44.105	1m 17s	12.4s	803.8%	1.3 GB	2.3 GB	2.3 GB	10.5 MB
449	34/0529d2	53187233	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_40xSC_A549_G15)	COMPLETED	0	2026-06-21 19:05:44.203	1m 17s	11.2s	679.5%	1.6 GB	2.3 GB	2.6 GB	27.9 MB
417	56/8c1c69	53187168	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_L21)	COMPLETED	0	2026-06-21 19:05:41.144	1m 25s	15.6s	586.0%	895.1 MB	1.6 GB	2 GB	10.4 MB
443	6d/9e76e4	53187223	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_E20)	COMPLETED	0	2026-06-21 19:05:43.704	1m 22s	16.7s	837.0%	1.2 GB	2.3 GB	2.6 GB	6.7 MB
418	43/ab66bf	53187170	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_N21)	COMPLETED	0	2026-06-21 19:05:41.172	1m 25s	17.2s	840.3%	1.4 GB	2.3 GB	2.3 GB	6.4 MB
452	98/fed6d1	53187240	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_40xSC_A549_E15)	COMPLETED	0	2026-06-21 19:05:44.513	1m 22s	13.3s	676.7%	1.5 GB	2.3 GB	2.7 GB	26.9 MB
450	63/10dce5	53187236	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_D22)	COMPLETED	0	2026-06-21 19:05:44.307	1m 22s	15.2s	702.7%	1.2 GB	2.3 GB	2.9 GB	12.8 MB
454	c7/b25b72	53187243	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_D23)	COMPLETED	0	2026-06-21 19:05:44.706	1m 21s	16.3s	643.8%	1.2 GB	2.3 GB	3 GB	14.3 MB
456	b3/5d81ab	53187246	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_20xSC_A549_B15)	COMPLETED	0	2026-06-21 19:05:44.810	1m 21s	14.3s	675.9%	1.5 GB	2.3 GB	3 GB	24.5 MB
455	15/b98abb	53187247	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F23)	COMPLETED	0	2026-06-21 19:05:44.905	1m 21s	16.4s	731.7%	1.4 GB	2.3 GB	3.2 GB	11.4 MB
451	9c/4f6e8c	53187237	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F24)	COMPLETED	0	2026-06-21 19:05:44.403	1m 27s	19.1s	735.9%	1.4 GB	2.3 GB	3.1 GB	10.3 MB
457	33/454968	53187249	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_D24)	COMPLETED	0	2026-06-21 19:05:45.006	1m 26s	19.9s	804.1%	1.6 GB	2.3 GB	3.6 GB	10.2 MB
460	87/b3685a	53187252	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_E3)	COMPLETED	0	2026-06-21 19:05:45.305	1m 26s	23.3s	837.6%	2 GB	3 GB	4.5 GB	9.8 MB
453	55/f448dc	53187242	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F22)	COMPLETED	0	2026-06-21 19:05:44.607	1m 31s	22.6s	831.0%	1.7 GB	2.4 GB	3.3 GB	7.6 MB
459	d1/de3b6d	53187250	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_E4)	COMPLETED	0	2026-06-21 19:05:45.108	1m 31s	22.5s	784.9%	2 GB	3 GB	4.4 GB	9.5 MB
458	f3/c02a47	53187251	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_E2)	COMPLETED	0	2026-06-21 19:05:45.203	1m 31s	22.7s	717.8%	1.8 GB	2.7 GB	3.7 GB	9 MB
461	61/d65fe5	53187859	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:FINAL_QUANTIFICATION (PXD049412.sdrf)	COMPLETED	0	2026-06-21 19:07:16.175	1m 55s	48.6s	110.8%	2.8 GB	5 GB	1.8 GB	1.8 GB
462	a5/39a609	53188603	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:DIANN_MSSTATS (diann_msstats)	COMPLETED	0	2026-06-21 19:09:11.163	1m 25s	19s	98.8%	1.9 GB	4.1 GB	1.8 GB	280 MB
463	88/12ef5b	53189281	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:SUMMARY_PIPELINE	COMPLETED	0	2026-06-21 19:10:36.176	6m 5s	4m 57s	94.1%	10.4 GB	23.8 GB	2.3 GB	698.2 MB
