task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
315	13/c751bf	53186984	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D3)	COMPLETED	0	2026-06-21 19:05:31.630	1m 10s	5.2s	538.8%	334 MB	1.6 GB	659.1 MB	3.1 MB
313	33/eabb20	53186982	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_C24)	COMPLETED	0	2026-06-21 19:05:31.598	1m 10s	3.3s	582.1%	452.9 MB	1.6 GB	663.8 MB	5.6 MB
318	bd/793754	53186987	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_C23)	COMPLETED	0	2026-06-21 19:05:31.718	1m 9s	4.7s	574.3%	666.8 MB	1.6 GB	703.3 MB	12.6 MB
317	be/0ef110	53186985	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_E23)	COMPLETED	0	2026-06-21 19:05:31.675	1m 9s	3.2s	540.3%	347 MB	1.6 GB	666.2 MB	6.2 MB
319	87/b4a3c7	53186988	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_E24)	COMPLETED	0	2026-06-21 19:05:31.738	1m 9s	4.5s	441.6%	442.1 MB	1.6 GB	664.6 MB	4.8 MB
321	e4/f2cde0	53186990	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_F24)	COMPLETED	0	2026-06-21 19:05:31.798	1m 9s	4.1s	448.2%	360.7 MB	1.6 GB	668.6 MB	7.9 MB
320	49/7b4c0d	53186989	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_F23)	COMPLETED	0	2026-06-21 19:05:31.773	1m 9s	4s	518.0%	498.4 MB	1.6 GB	673.1 MB	10 MB
316	7a/c6b003	53186992	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_D23)	COMPLETED	0	2026-06-21 19:05:31.820	1m 9s	3.5s	526.8%	480.3 MB	1.6 GB	666.5 MB	6.7 MB
324	b9/7edf1f	53186994	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_G23)	COMPLETED	0	2026-06-21 19:05:31.863	1m 9s	3.3s	607.3%	454 MB	1.6 GB	663.5 MB	5.6 MB
323	9f/896257	53186995	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_H23)	COMPLETED	0	2026-06-21 19:05:31.884	1m 9s	3.5s	615.6%	373.9 MB	1.6 GB	662.6 MB	4.3 MB
322	88/fd1876	53186993	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_G24)	COMPLETED	0	2026-06-21 19:05:31.843	1m 9s	3.3s	606.0%	442.3 MB	1.6 GB	665.7 MB	5.1 MB
325	4b/7428f9	53186997	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A1)	COMPLETED	0	2026-06-21 19:05:31.913	1m 9s	3.4s	575.9%	452.4 MB	1.6 GB	660.8 MB	4.6 MB
327	c6/aa10f7	53186998	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_J23)	COMPLETED	0	2026-06-21 19:05:31.934	1m 9s	4.1s	465.9%	340.4 MB	1.6 GB	664.9 MB	5.2 MB
326	bf/b4b761	53186999	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A2)	COMPLETED	0	2026-06-21 19:05:32.006	1m 9s	3.1s	630.4%	343.7 MB	1.6 GB	660.8 MB	4.8 MB
328	ba/7acdad	53187002	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A3)	COMPLETED	0	2026-06-21 19:05:32.111	1m 9s	4.5s	590.7%	453.1 MB	1.6 GB	661.7 MB	3.9 MB
329	c7/dc531e	53187006	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B1)	COMPLETED	0	2026-06-21 19:05:32.308	1m 9s	3.8s	541.9%	407.2 MB	1.6 GB	661.7 MB	4.8 MB
331	15/941474	53187008	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B2)	COMPLETED	0	2026-06-21 19:05:32.408	1m 9s	3.9s	593.1%	345 MB	1.6 GB	661.1 MB	4.2 MB
332	d0/11817c	53187010	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_I24)	COMPLETED	0	2026-06-21 19:05:32.506	1m 9s	3.2s	545.9%	343.1 MB	1.6 GB	664.8 MB	6.3 MB
330	8b/ac90c3	53187004	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C1)	COMPLETED	0	2026-06-21 19:05:32.207	1m 9s	3.6s	560.4%	397.3 MB	1.6 GB	662.4 MB	5.5 MB
335	c0/e1ca51	53187014	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C3)	COMPLETED	0	2026-06-21 19:05:32.710	1m 8s	3.4s	625.8%	455.9 MB	1.6 GB	662.3 MB	4.8 MB
334	0e/8732c4	53187012	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C2)	COMPLETED	0	2026-06-21 19:05:32.610	1m 9s	4.5s	495.7%	350.4 MB	1.6 GB	663.1 MB	5.3 MB
336	5b/50de85	53187016	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C4)	COMPLETED	0	2026-06-21 19:05:32.851	1m 8s	3.2s	615.3%	342.2 MB	1.6 GB	661.9 MB	4.9 MB
337	bb/42e05a	53187018	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D2)	COMPLETED	0	2026-06-21 19:05:32.909	1m 8s	4.9s	595.6%	370.4 MB	1.6 GB	667.4 MB	5.2 MB
338	56/005276	53187022	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D1)	COMPLETED	0	2026-06-21 19:05:33.108	1m 13s	4.1s	524.4%	358.1 MB	1.6 GB	664.2 MB	5 MB
333	3d/7fcd31	53187020	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B4)	COMPLETED	0	2026-06-21 19:05:33.078	1m 13s	4.4s	544.2%	324.1 MB	1.6 GB	658.6 MB	3 MB
340	a1/0d29ab	53187026	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D4)	COMPLETED	0	2026-06-21 19:05:33.309	1m 13s	4.2s	583.5%	331 MB	1.6 GB	658.7 MB	3.3 MB
339	7e/069e89	53187023	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E2)	COMPLETED	0	2026-06-21 19:05:33.204	1m 13s	3.4s	635.2%	381.6 MB	1.6 GB	659.9 MB	4.1 MB
344	f0/178307	53187034	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_H24)	COMPLETED	0	2026-06-21 19:05:33.705	1m 12s	5.2s	466.1%	466.6 MB	1.6 GB	686.2 MB	12.1 MB
342	36/1dc1e8	53187032	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E1)	COMPLETED	0	2026-06-21 19:05:33.604	1m 13s	4.1s	509.2%	358.5 MB	1.6 GB	664.4 MB	5.6 MB
341	6e/dd6dbe	53187028	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E3)	COMPLETED	0	2026-06-21 19:05:33.409	1m 13s	4.6s	524.9%	377.3 MB	1.6 GB	658 MB	3.3 MB
345	23/31ac4b	53187036	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_J24)	COMPLETED	0	2026-06-21 19:05:33.806	1m 12s	4s	528.1%	414.6 MB	1.6 GB	672.5 MB	9 MB
343	c6/57b68e	53187029	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E4)	COMPLETED	0	2026-06-21 19:05:33.504	1m 13s	4.1s	648.3%	329 MB	1.6 GB	658 MB	2.9 MB
346	1f/734ba3	53187038	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_I23)	COMPLETED	0	2026-06-21 19:05:33.906	1m 12s	4.7s	571.0%	469.4 MB	1.6 GB	690.6 MB	13.1 MB
347	38/07ee7e	53187040	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A4)	COMPLETED	0	2026-06-21 19:05:34.006	1m 12s	4.4s	581.6%	475.3 MB	1.6 GB	664.6 MB	4.9 MB
348	fe/1b0efe	53187043	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B3)	COMPLETED	0	2026-06-21 19:05:34.105	1m 12s	4.2s	568.3%	345.3 MB	1.6 GB	663 MB	3.7 MB
349	db/d7f0f9	53187046	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F19)	COMPLETED	0	2026-06-21 19:05:34.204	1m 17s	9.5s	757.4%	835.4 MB	1.6 GB	2.3 GB	10.3 MB
350	99/d55534	53187049	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_B20)	COMPLETED	0	2026-06-21 19:05:34.308	1m 17s	10.5s	759.1%	1.2 GB	2.4 GB	2 GB	13.1 MB
352	1d/dd6382	53187051	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I21)	COMPLETED	0	2026-06-21 19:05:34.407	1m 17s	10.5s	732.6%	1.1 GB	2.2 GB	2 GB	11.3 MB
353	25/d8512f	53187052	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J21)	COMPLETED	0	2026-06-21 19:05:34.506	1m 17s	11.8s	792.5%	1 GB	1.7 GB	2 GB	10.3 MB
355	54/315b65	53187056	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K20)	COMPLETED	0	2026-06-21 19:05:34.704	1m 16s	10.6s	744.7%	1.2 GB	2.4 GB	2.1 GB	13.8 MB
354	03/b3d1d8	53187058	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K21)	COMPLETED	0	2026-06-21 19:05:34.805	1m 16s	13.2s	551.5%	1.2 GB	2.4 GB	2 GB	11.5 MB
357	73/2bb5b7	53187060	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H16)	COMPLETED	0	2026-06-21 19:05:34.905	1m 16s	10.1s	631.5%	1.2 GB	2.4 GB	2 GB	17.5 MB
358	05/0af76e	53187064	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_F19)	COMPLETED	0	2026-06-21 19:05:35.108	1m 16s	10.5s	715.0%	1.2 GB	2.3 GB	2.1 GB	15.7 MB
359	4f/3738ae	53187071	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H19)	COMPLETED	0	2026-06-21 19:05:35.412	1m 16s	9.9s	722.3%	1.2 GB	2.3 GB	2.1 GB	14.1 MB
361	54/c6fc87	53187069	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H18)	COMPLETED	0	2026-06-21 19:05:35.311	1m 16s	10.5s	645.9%	1.3 GB	2.3 GB	2.1 GB	14 MB
360	35/b2a8e6	53187067	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H21)	COMPLETED	0	2026-06-21 19:05:35.208	1m 16s	11.2s	663.6%	1.3 GB	2.3 GB	2.1 GB	10.9 MB
362	a9/cb654f	53187073	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I16)	COMPLETED	0	2026-06-21 19:05:35.508	1m 16s	10.6s	645.9%	1.3 GB	2.3 GB	2.1 GB	15.9 MB
364	9f/5b1d96	53187075	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M20)	COMPLETED	0	2026-06-21 19:05:35.608	1m 16s	13.1s	679.4%	1 GB	1.6 GB	2.1 GB	10.5 MB
363	5f/808a20	53187079	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J20)	COMPLETED	0	2026-06-21 19:05:35.808	1m 15s	12.3s	645.0%	1.2 GB	2.3 GB	2.1 GB	12.7 MB
365	ec/3ac16c	53187077	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O17)	COMPLETED	0	2026-06-21 19:05:35.707	1m 15s	10.2s	665.5%	1.3 GB	2.3 GB	2.1 GB	15.2 MB
366	73/e0786a	53187080	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C19)	COMPLETED	0	2026-06-21 19:05:35.906	1m 15s	10.2s	672.8%	1.1 GB	2.2 GB	2.5 GB	21.7 MB
369	bb/5dd24e	53187085	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K19)	COMPLETED	0	2026-06-21 19:05:36.108	1m 15s	12s	688.5%	1.2 GB	2.3 GB	2.1 GB	13 MB
371	07/47a9a2	53187091	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K18)	COMPLETED	0	2026-06-21 19:05:36.410	1m 15s	9.9s	672.6%	1.2 GB	2.4 GB	2.1 GB	14.8 MB
372	4f/7d8f14	53187094	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M19)	COMPLETED	0	2026-06-21 19:05:36.549	1m 15s	11.2s	704.6%	1.2 GB	2.3 GB	2.1 GB	11.9 MB
368	fe/005020	53187089	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F16)	COMPLETED	0	2026-06-21 19:05:36.307	1m 15s	11.2s	656.8%	1.2 GB	2.4 GB	2.5 GB	13.2 MB
375	8c/d062bf	53187097	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C22)	COMPLETED	0	2026-06-21 19:05:36.706	1m 14s	10.9s	721.3%	1.2 GB	2.4 GB	2.5 GB	17.3 MB
373	e5/bf5ddf	53187095	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_A22)	COMPLETED	0	2026-06-21 19:05:36.605	1m 15s	10.7s	735.2%	1.3 GB	2.4 GB	2.6 GB	17.6 MB
376	7e/85e768	53187100	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F14)	COMPLETED	0	2026-06-21 19:05:36.814	1m 14s	10.6s	722.3%	1.2 GB	2.4 GB	2.6 GB	15.2 MB
374	98/b52b5b	53187102	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C11)	COMPLETED	0	2026-06-21 19:05:36.910	1m 14s	11.3s	648.3%	1.3 GB	2.3 GB	2.6 GB	22.8 MB
378	3d/f54057	53187103	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F18)	COMPLETED	0	2026-06-21 19:05:37.100	1m 14s	11.6s	692.9%	1.3 GB	2.3 GB	2.6 GB	17.6 MB
382	14/41d82d	53187109	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_G16)	COMPLETED	0	2026-06-21 19:05:37.505	1m 14s	10.8s	707.4%	1.3 GB	2.3 GB	2.2 GB	10.8 MB
384	98/6f0670	53187110	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K16)	COMPLETED	0	2026-06-21 19:05:37.615	1m 14s	10.8s	676.5%	1.3 GB	2.3 GB	2.2 GB	15.2 MB
383	7d/740139	53187112	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J19)	COMPLETED	0	2026-06-21 19:05:37.814	1m 13s	11.7s	715.2%	1.3 GB	2.3 GB	2.1 GB	10.6 MB
386	3b/f4229d	53187113	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_L16)	COMPLETED	0	2026-06-21 19:05:37.908	1m 13s	9.9s	661.2%	1.3 GB	2.3 GB	2.1 GB	19.3 MB
387	4a/2815d1	53187114	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_A21)	COMPLETED	0	2026-06-21 19:05:38.007	1m 13s	12s	644.4%	1.3 GB	2.4 GB	2.6 GB	21.4 MB
388	60/97069e	53187115	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C14)	COMPLETED	0	2026-06-21 19:05:38.109	1m 13s	11s	684.0%	1.3 GB	2.3 GB	2.6 GB	20.2 MB
390	1b/43b0f6	53187120	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C18)	COMPLETED	0	2026-06-21 19:05:38.505	1m 13s	10.9s	683.1%	1.3 GB	2.3 GB	2.6 GB	20.1 MB
391	5e/3598c3	53187118	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C13)	COMPLETED	0	2026-06-21 19:05:38.307	1m 13s	10.3s	679.3%	1.2 GB	2.1 GB	2.5 GB	20.7 MB
393	fd/7f51cf	53187121	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_D18)	COMPLETED	0	2026-06-21 19:05:38.605	1m 13s	10.9s	695.2%	1.4 GB	2.3 GB	2.2 GB	15 MB
396	1d/18c890	53187126	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I17)	COMPLETED	0	2026-06-21 19:05:38.912	1m 12s	10.4s	680.4%	1.3 GB	2.3 GB	2.2 GB	14.5 MB
394	6b/5f2a0e	53187122	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_F16)	COMPLETED	0	2026-06-21 19:05:38.707	1m 12s	10.4s	677.2%	1.3 GB	2.4 GB	2.1 GB	17.9 MB
351	c0/c27a19	53187054	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_C21)	COMPLETED	0	2026-06-21 19:05:34.604	1m 21s	12.8s	759.5%	1.1 GB	2.2 GB	2 GB	9.4 MB
356	c8/4d7952	53187063	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O20)	COMPLETED	0	2026-06-21 19:05:35.010	1m 21s	13.5s	575.7%	1023.4 MB	1.6 GB	2.1 GB	10.6 MB
367	8b/a57505	53187083	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F15)	COMPLETED	0	2026-06-21 19:05:36.037	1m 20s	15.7s	518.1%	897.7 MB	1.6 GB	2.5 GB	13 MB
370	6a/0d684c	53187087	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_D20)	COMPLETED	0	2026-06-21 19:05:36.207	1m 20s	13.7s	718.9%	1.1 GB	2 GB	2.2 GB	8.6 MB
379	3c/319679	53187105	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_C19)	COMPLETED	0	2026-06-21 19:05:37.122	1m 19s	14.5s	810.3%	1.1 GB	2.1 GB	2.2 GB	8.8 MB
380	65/610ca6	53187106	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_D19)	COMPLETED	0	2026-06-21 19:05:37.206	1m 19s	13.5s	828.4%	1.1 GB	2.3 GB	2.2 GB	9.8 MB
377	f0/f4640a	53187107	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:DIA:INDIVIDUAL_ANALYSIS (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F17)	COMPLETED	0	2026-06-21 19:05:37.306	1m 19s	14s	676.4%	1018.2 MB	1.6 GB	2.6 GB	17.9 MB
